9696	0.04224378794377577
9705	0.04223099112957488
9743	0.0421853033862813
9586	0.04194837330348412
9735	0.04175031246944624
9757	0.041532239530973354
9669	0.041304428497668154
9642	0.04066128179452076
9603	0.04033363809330463
9552	0.039490977118077406
9966	0.042565684721952525
9818	0.042407300570542525
9805	0.042277842656520924
9882	0.04225359458554247
9956	0.04212784331438042
9973	0.04199508776318989
9999	0.04192091581505818
9784	0.04172371010582832
9815	0.04141396454460244
9921	0.04129934782800011
